symbol,ensembl,chromosome,initPos,finalPos,idGene
COL4A5,ENSG00000188153,X,108439844,108697545,
RELA,ENSG00000173039,11,65653597,65663090,
SLC6A19,ENSG00000174358,5,1201595,1225111,
GIGYF2,ENSG00000204120,2,232697299,232860575,
PEX6,ENSG00000124587,6,42963865,42979181,
ALDH18A1,ENSG00000059573,10,95605941,95656711,
PQBP1,ENSG00000102103,X,48890197,48903143,
ZFP57,ENSG00000226858,CHR_HSCHR6_MHC_COX_CTG1,29668984,29677737,
ZFP57,ENSG00000204644,6,29672392,29681110,
CANT1,ENSG00000171302,17,78991716,79009867,
TAP2,ENSG00000204267,6,32821833,32838770,
DACT1,ENSG00000165617,14,58633967,58648321,
CTSF,ENSG00000174080,11,66563464,66568841,
NLGN3,ENSG00000196338,X,71144831,71171201,
RPL35A,ENSG00000182899,3,197950190,197956610,
CARTPT,ENSG00000164326,5,71719275,71721048,
CHP1,ENSG00000187446,15,41230839,41281887,
ROBO2,ENSG00000185008,3,75906695,77649964,
PSEN1,ENSG00000080815,14,73136418,73223691,
RAB39B,ENSG00000155961,X,155258235,155264491,
WWC1,ENSG00000113645,5,168291651,168472303,
ATP1A1,ENSG00000163399,1,116372668,116410261,
KCNJ5,ENSG00000120457,11,128891356,128921163,
DCAF17,ENSG00000115827,2,171434217,171485052,
APC,ENSG00000134982,5,112707498,112846239,
NEU1,ENSG00000227315,CHR_HSCHR6_MHC_COX_CTG1,31845195,31850443,
MYT1,ENSG00000196132,20,64102394,64242253,
CREB3L1,ENSG00000157613,11,46277662,46321409,
SEPSECS,ENSG00000109618,4,25120014,25160449,
MCM4,ENSG00000104738,8,47960185,47978160,
TRPM1,ENSG00000274965,CHR_HSCHR15_4_CTG8,31152534,31312750,
GALNT2,ENSG00000143641,1,230057990,230282122,
GTPBP2,ENSG00000172432,6,43605316,43629264,
IGSF1,ENSG00000147255,X,131273506,131578899,
KIF1B,ENSG00000054523,1,10210805,10381603,
PIGG,ENSG00000174227,4,499210,540200,
TCTEX1D2,ENSG00000213123,3,196291219,196318299,
SHPK,ENSG00000197417,17,3608240,3636250,
MYH9,ENSG00000100345,22,36281277,36388067,
SMOC1,ENSG00000198732,14,69854131,70032366,
ECEL1,ENSG00000171551,2,232479827,232487834,
TBXAS1,ENSG00000059377,7,139777051,140020325,
COA6,ENSG00000168275,1,234373456,234385068,
NCF4,ENSG00000100365,22,36860988,36878017,
KRT83,ENSG00000170523,12,52314301,52321398,
DNAAF4,ENSG00000256061,15,55410525,55508234,
ZBTB4,ENSG00000174282,17,7459366,7484263,
PDE8B,ENSG00000113231,5,77210449,77429807,
TGM6,ENSG00000166948,20,2380901,2432753,
NKX3-2,ENSG00000109705,4,13540830,13544508,
GABRB3,ENSG00000166206,15,26543546,26939539,
MSH5,ENSG00000233345,CHR_HSCHR6_MHC_APD_CTG1,31823611,31830163,
IRF1,ENSG00000125347,5,132481609,132490777,
RFXAP,ENSG00000133111,13,36819224,36829104,
SGPL1,ENSG00000166224,10,70815948,70881184,
TMLHE,ENSG00000185973,X,155489011,155669944,
TMEM199,ENSG00000244045,17,28357642,28363683,
GNS,ENSG00000135677,12,64713445,64759431,
PEX16,ENSG00000121680,11,45909663,45918812,
PSMB9,ENSG00000243594,CHR_HSCHR6_MHC_QBL_CTG1,32772831,32808281,
GP6,ENSG00000274566,CHR_HSCHR19LRC_LRC_S_CTG3_1,55021410,55045969,
PIK3R1,ENSG00000145675,5,68215756,68301821,
KIR3DL1,ENSG00000274920,CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1,54860886,54875194,
CRAT,ENSG00000095321,9,129094794,129111189,
DDRGK1,ENSG00000198171,20,3190350,3204685,
NEU1,ENSG00000227129,CHR_HSCHR6_MHC_MCF_CTG1,31934136,31939383,
KCNT1,ENSG00000107147,9,135702185,135795508,
DNAH11,ENSG00000105877,7,21543039,21901839,
TNFSF4,ENSG00000117586,1,173183731,173207331,
IK,ENSG00000113141,5,140647058,140662480,
CERKL,ENSG00000188452,2,181536672,181680665,
MVP,ENSG00000013364,16,29820394,29848039,
HRAS,ENSG00000174775,11,532242,537287,
TIMP3,ENSG00000100234,22,32801701,32863043,
OTOF,ENSG00000115155,2,26457203,26558698,
FBLN5,ENSG00000140092,14,91869412,91947987,
ABCC11,ENSG00000121270,16,48166910,48247568,
SLC37A4,ENSG00000281500,CHR_HG2217_PATCH,119024112,119030905,
VKORC1,ENSG00000167397,16,31090842,31095980,
PEX5,ENSG00000288217,CHR_HG1398_PATCH,7187916,7217805,
ALG6,ENSG00000088035,1,63367575,63438553,
ALG14,ENSG00000172339,1,94974405,95072951,
FARS2,ENSG00000145982,6,5261044,5829192,
PRCC,ENSG00000143294,1,156750610,156800815,
TAP1,ENSG00000230705,CHR_HSCHR6_MHC_MCF_CTG1,32878685,32887454,
RARS2,ENSG00000146282,6,87513938,87589987,
GLE1,ENSG00000119392,9,128504700,128542288,
MYD88,ENSG00000172936,3,38138478,38143022,
SLC25A24,ENSG00000284468,CHR_HSCHR1_6_CTG3,108134010,108200843,
STH,ENSG00000256762,17,45999250,45999694,
ERCC2,ENSG00000104884,19,45349837,45370918,
MAN2B1,ENSG00000104774,19,12646511,12666742,
VWF,ENSG00000110799,12,5948874,6124770,
KCNMA1,ENSG00000156113,10,76869601,77638369,
KRT1,ENSG00000167768,12,52674736,52680407,
SOX1,ENSG00000182968,13,112067149,112071706,
CLDN16,ENSG00000113946,3,190322541,190412143,
PMVK,ENSG00000163344,1,154924740,154936719,
RLBP1,ENSG00000140522,15,89209869,89221614,
IGHM,ENSG00000211899,14,105851705,105856218,
RECQL4,ENSG00000160957,8,144511288,144517845,
BCOR,ENSG00000183337,X,40049815,40177329,
TBX2,ENSG00000121068,17,61399843,61409466,
SLC39A4,ENSG00000147804,8,144409742,144416895,
MTA1,ENSG00000182979,14,105419820,105470729,
ADK,ENSG00000156110,10,74151202,74709963,
TSPAN1,ENSG00000117472,1,46175073,46185962,
MLYCD,ENSG00000103150,16,83899115,83951445,
TRAPPC1,ENSG00000170043,17,7930345,7932123,
BAX,ENSG00000087088,19,48954815,48961798,
ASPH,ENSG00000198363,8,61500556,61714640,
B4GALT1,ENSG00000086062,9,33104082,33167356,
PARS2,ENSG00000162396,1,54756898,54764523,
MMACHC,ENSG00000132763,1,45500300,45513382,
C1R,ENSG00000159403,12,7080214,7092540,
ADCY1,ENSG00000164742,7,45574140,45723116,
RCC1,ENSG00000180198,1,28505943,28539300,
UROS,ENSG00000188690,10,125784980,125823258,
HYDIN,ENSG00000283022,CHR_HSCHR16_4_CTG3_1,70802084,71230718,
ADPRH,ENSG00000144843,3,119579268,119589945,
CLCN7,ENSG00000103249,16,1444934,1475084,
ABCA4,ENSG00000198691,1,93992834,94121148,
PROP1,ENSG00000175325,5,177992235,177996242,
HYLS1,ENSG00000198331,11,125883614,125900648,
WDR81,ENSG00000167716,17,1716523,1738599,
ZFAT,ENSG00000066827,8,134477788,134713049,
BTD,ENSG00000169814,3,15601341,15722311,
SLC2A9,ENSG00000109667,4,9771153,10054936,
SECISBP2,ENSG00000187742,9,89318500,89359663,
CYP21A2,ENSG00000235134,CHR_HSCHR6_MHC_MCF_CTG1,32114742,32118110,
RNF168,ENSG00000163961,3,196468783,196503768,
PAX2,ENSG00000075891,10,100735603,100829941,
RTN4,ENSG00000115310,2,54972187,55112621,
CLC,ENSG00000105205,19,39731255,39738029,
TUBB8,ENSG00000261456,10,46892,74163,
FANCI,ENSG00000140525,15,89243949,89317261,
GJB6,ENSG00000121742,13,20221962,20232365,
SULT2B1,ENSG00000088002,19,48552075,48599425,
PHC1,ENSG00000111752,12,8913896,8941467,
ASS1,ENSG00000130707,9,130444961,130501274,
NPR3,ENSG00000113389,5,32689070,32791724,
TPM2,ENSG00000198467,9,35681992,35690056,
DLST,ENSG00000119689,14,74881891,74903743,
LEPR,ENSG00000116678,1,65420652,65641559,
MAOA,ENSG00000189221,X,43654907,43746824,
UGT1A1,ENSG00000241635,2,233760270,233773300,
BSCL2,ENSG00000168000,11,62690275,62709845,
EPS8L2,ENSG00000177106,11,694438,727727,
FKTN,ENSG00000106692,9,105558130,105641118,
RECQL,ENSG00000004700,12,21468910,21501669,
SCNN1G,ENSG00000166828,16,23182745,23216883,
SRGAP1,ENSG00000196935,12,63844700,64162217,
CLEC1A,ENSG00000150048,12,10069554,10111627,
LDLRAP1,ENSG00000157978,1,25543606,25568886,
CYCS,ENSG00000172115,7,25118656,25125260,
CD151,ENSG00000177697,11,832887,839831,
ARHGAP26,ENSG00000145819,5,142770377,143229011,
ALDH2,ENSG00000111275,12,111766887,111817532,
TENM4,ENSG00000149256,11,78652829,79441030,
PAK1,ENSG00000149269,11,77321707,77474635,
TAPBP,ENSG00000112493,CHR_HSCHR6_MHC_COX_CTG1,33221298,33235989,
XYLT1,ENSG00000103489,16,17101769,17470960,
RRS1,ENSG00000179041,8,66429014,66430733,
CFB,ENSG00000204359,CHR_HSCHR6_MHC_MANN_CTG1,31985034,31990148,
GPR6,ENSG00000146360,6,109978256,109980718,
PDYN,ENSG00000101327,20,1978757,1994285,
STRA6,ENSG00000137868,15,74179466,74212267,
ABCC8,ENSG00000006071,11,17392498,17476879,
LIM2,ENSG00000105370,19,51379909,51387960,
CRX,ENSG00000105392,19,47819779,47843330,
EPB41L1,ENSG00000088367,20,36091504,36232799,
HJV,ENSG00000168509,1,146017468,146036746,
APOL4,ENSG00000100336,22,36189124,36204840,
GPR143,ENSG00000101850,X,9725346,9786297,
PIEZO1,ENSG00000103335,16,88715338,88785220,
TNRC6A,ENSG00000090905,16,24610209,24827632,
F11,ENSG00000088926,4,186266189,186289681,
INPP5E,ENSG00000148384,9,136428619,136439845,
WNT2,ENSG00000105989,7,117275451,117323152,
KISS1R,ENSG00000116014,19,917287,921005,
QRICH1,ENSG00000198218,3,49029707,49094363,
BLOC1S6,ENSG00000104164,15,45587214,45615945,
FAT2,ENSG00000086570,5,151504093,151568944,
TBL1Y,ENSG00000092377,Y,6910686,7101970,
TGM1,ENSG00000285348,CHR_HG1_PATCH,24249113,24264431,
RHBDF2,ENSG00000129667,17,76470891,76501790,
SKI,ENSG00000157933,1,2228319,2310213,
NUP88,ENSG00000108559,17,5360963,5419676,
CCR2,ENSG00000121807,3,46353734,46360928,
SLC24A4,ENSG00000140090,14,92322581,92501483,
MRE11,ENSG00000020922,11,94415578,94493908,
MPG,ENSG00000103152,16,77007,85853,
EPHA2,ENSG00000142627,1,16124337,16156069,
PKLR,ENSG00000262785,CHR_HSCHR1_2_CTG31,155305243,155316838,
POLR3A,ENSG00000148606,10,77969251,78029515,
PYCR1,ENSG00000183010,17,81932384,81942412,
GP6,ENSG00000274050,CHR_HSCHR19LRC_LRC_T_CTG3_1,54957703,54982262,
GFI1,ENSG00000162676,1,92473043,92486925,
TAC3,ENSG00000166863,12,57010000,57028883,
CACNA1H,ENSG00000196557,16,1153106,1221771,
AMPD1,ENSG00000116748,1,114673090,114695618,
SAMHD1,ENSG00000101347,20,36889773,36951901,
UOX,ENSG00000240520,1,84363706,84397831,
FBXO3,ENSG00000110429,11,33740939,33774543,
CTU2,ENSG00000174177,16,88706483,88715396,
HSD11B2,ENSG00000176387,16,67430652,67437553,
TACSTD2,ENSG00000184292,1,58575433,58577252,
WNK1,ENSG00000060237,12,752579,911452,
YWHAG,ENSG00000170027,7,76326799,76358991,
CDK13,ENSG00000065883,7,39950121,40099580,
STAG1,ENSG00000118007,3,136336236,136752403,
LOXL1,ENSG00000129038,15,73925989,73952137,
BTNL2,ENSG00000229597,CHR_HSCHR6_MHC_QBL_CTG1,32351409,32364583,
FAN1,ENSG00000276787,CHR_HSCHR15_4_CTG8,31055318,31094547,
SLC6A5,ENSG00000165970,11,20599400,20659285,
CAMTA1,ENSG00000171735,1,6785454,7769706,
ELOVL5,ENSG00000012660,6,53267398,53349179,
ANGPTL4,ENSG00000167772,19,8363289,8374370,
SLC44A4,ENSG00000206378,CHR_HSCHR6_MHC_QBL_CTG1,31853571,31869426,
SLC7A9,ENSG00000021488,19,32830509,32869767,
ATP13A2,ENSG00000159363,1,16985958,17011928,
TBX19,ENSG00000143178,1,168280877,168314426,
MGME1,ENSG00000125871,20,17969018,17991122,
TAS2R16,ENSG00000128519,7,122994704,122995700,
DNASE1L3,ENSG00000163687,3,58192257,58214697,
TAF4B,ENSG00000141384,18,26225936,26391685,
HLA-DQB1,ENSG00000231939,CHR_HSCHR6_MHC_SSTO_CTG1,32748163,32755410,
CSF3,ENSG00000108342,17,40015361,40017813,
DCHS1,ENSG00000166341,11,6621330,6655809,
ASL,ENSG00000126522,7,66075800,66094697,
DPH1,ENSG00000108963,17,2030110,2043430,
TREM2,ENSG00000095970,6,41158506,41163186,
MAMLD1,ENSG00000013619,X,150361422,150514178,
DHH,ENSG00000139549,12,49086656,49094801,
GBA2,ENSG00000070610,9,35736866,35749228,
PXDN,ENSG00000130508,2,1631887,1744852,
GSTZ1,ENSG00000100577,14,77320996,77331597,
PIGM,ENSG00000143315,1,160024953,160031990,
HLA-DPB1,ENSG00000236693,CHR_HSCHR6_MHC_APD_CTG1,33114995,33126260,
UNC119,ENSG00000109103,17,28546708,28552631,
ABCC6,ENSG00000091262,16,16148928,16223522,
WDR4,ENSG00000160193,21,42843094,42879568,
PRKCG,ENSG00000126583,19,53879190,53907652,
FADD,ENSG00000168040,11,70203163,70207390,
WNK4,ENSG00000126562,17,42780610,42797066,
AGBL1,ENSG00000273540,15,86079973,87029052,
NDUFA2,ENSG00000131495,5,140638740,140647785,
LARP7,ENSG00000174720,4,112637107,112657592,
GALNT1,ENSG00000141429,18,35581117,35711834,
TSPAN12,ENSG00000106025,7,120787320,120858402,
DSG2,ENSG00000046604,18,31498177,31549008,
LTB,ENSG00000231314,CHR_HSCHR6_MHC_APD_CTG1,31647541,31649508,
DMGDH,ENSG00000132837,5,78997564,79236038,
SLC35A1,ENSG00000164414,6,87470623,87512336,
SST,ENSG00000157005,3,187668912,187670394,
GSC,ENSG00000133937,14,94768216,94770230,
ERCC5,ENSG00000134899,13,102807146,102876001,
EHBP1,ENSG00000115504,2,62673851,63046487,
CACNB4,ENSG00000182389,2,151832768,152099475,
GJB2,ENSG00000165474,13,20187463,20192938,
SLC14A1,ENSG00000141469,18,45687025,45752520,
GUSB,ENSG00000169919,7,65960684,65982215,
PRKG1,ENSG00000185532,10,50990888,52298423,
NF1,ENSG00000196712,17,31094927,31382116,
GGT2,ENSG00000133475,22,21207973,21227637,
MDC1,ENSG00000225589,CHR_HSCHR6_MHC_DBB_CTG1,30690066,30708147,
SMAD4,ENSG00000141646,18,51028394,51085045,
RNU4ATAC,ENSG00000264229,2,121530881,121531007,
GP6,ENSG00000276065,CHR_HSCHR19LRC_LRC_J_CTG3_1,55046861,55071420,
PSAP,ENSG00000197746,10,71816298,71851325,
CD2,ENSG00000116824,1,116754430,116769229,
IRF6,ENSG00000117595,1,209785617,209806175,
WDR11,ENSG00000120008,10,120851305,120909524,
MYO18B,ENSG00000133454,22,25742144,26031041,
FCGR3B,ENSG00000162747,1,161623196,161631963,
SFXN4,ENSG00000183605,10,119140767,119165714,
CHCHD10,ENSG00000250479,22,23765834,23768443,
SLC12A3,ENSG00000070915,16,56865207,56915850,
GTPBP3,ENSG00000130299,19,17334920,17342731,
GAL,ENSG00000069482,11,68683779,68691175,
UNC93B1,ENSG00000110057,11,67991100,68004982,
CYP2D6,ENSG00000282966,CHR_HSCHR22_7_CTG1,42126481,42130863,
KLHL2,ENSG00000109466,4,165207561,165323156,
HLA-C,ENSG00000206435,CHR_HSCHR6_MHC_SSTO_CTG1,31262172,31265564,
EVC,ENSG00000072840,4,5711201,5814305,
PSMD1,ENSG00000173692,2,231056864,231172827,
ANXA1,ENSG00000135046,9,73151865,73170393,
HLA-C,ENSG00000228299,CHR_HSCHR6_MHC_DBB_CTG1,31260956,31264327,
MPLKIP,ENSG00000168303,7,40126027,40134622,
ZC4H2,ENSG00000126970,X,64915802,65034713,
ACOX2,ENSG00000168306,3,58505136,58537283,
POU6F2,ENSG00000106536,7,38977909,39493095,
ACTA2,ENSG00000107796,10,88935074,88991339,
YY1,ENSG00000100811,14,100238298,100282788,
RORB,ENSG00000198963,9,74497335,74693177,
ANTXR2,ENSG00000163297,4,79901146,80125454,
CDSN,ENSG00000204539,6,31115087,31120446,
SLC3A1,ENSG00000138079,2,44275458,44321494,
NR2F2,ENSG00000185551,15,96325938,96340263,
ADM,ENSG00000148926,11,10305073,10307397,
CSH1,ENSG00000136488,17,63894909,63896661,
DNMT3A,ENSG00000119772,2,25227855,25342590,
CES1,ENSG00000198848,16,55802851,55833337,
EMP2,ENSG00000213853,16,10528422,10580632,
UBE2B,ENSG00000119048,5,134371469,134392108,
ITGA8,ENSG00000077943,10,15513954,15719922,
HCCS,ENSG00000004961,X,11111301,11123086,
PTH,ENSG00000152266,11,13492054,13496181,
CHAMP1,ENSG00000198824,13,114314482,114337626,
ALDH4A1,ENSG00000159423,1,18871430,18902724,
DRC1,ENSG00000157856,2,26401920,26456711,
CYP21A2,ENSG00000231852,6,32038327,32041644,
RGR,ENSG00000148604,10,84230666,84259960,
MYH1,ENSG00000109061,17,10492307,10518542,
CHST6,ENSG00000183196,16,75472052,75495445,
COL6A2,ENSG00000142173,21,46098112,46132848,
PHYKPL,ENSG00000175309,5,178208471,178232802,
MAFA,ENSG00000182759,8,143419182,143430732,
ANKRD1,ENSG00000148677,10,90912096,90921276,
SLITRK6,ENSG00000184564,13,85792790,85806683,
HNRNPU,ENSG00000153187,1,244840638,244864560,
NDST1,ENSG00000070614,5,150485818,150558211,
CUL7,ENSG00000044090,6,43037617,43053945,
HLA-DRB1,ENSG00000206240,CHR_HSCHR6_MHC_COX_CTG1,32508164,32538771,
NANOS1,ENSG00000188613,10,119029714,119033730,
FAM20C,ENSG00000281429,CHR_HSCHR7_1_CTG1,196274,199037,
AHSG,ENSG00000145192,3,186613060,186621318,
SLC25A20,ENSG00000178537,3,48856926,48898904,
IRF8,ENSG00000140968,16,85899162,85922606,
ATP2B3,ENSG00000067842,X,153517676,153582939,
PRLR,ENSG00000113494,5,35048756,35230487,
SF1,ENSG00000168066,11,64764606,64778786,
CFC1,ENSG00000136698,2,130592165,130599575,
RNPC3,ENSG00000185946,1,103525691,103555239,
RPL21,ENSG00000122026,13,27251309,27256691,
ASCL1,ENSG00000139352,12,102957674,102960513,
TMEM26,ENSG00000196932,10,61406642,61453381,
CD27,ENSG00000139193,12,6444867,6451718,
COMT,ENSG00000093010,22,19941733,19969975,
PINK1,ENSG00000158828,1,20633458,20651511,
MEIS2,ENSG00000134138,15,36889204,37101299,
KIAA0586,ENSG00000100578,14,58427385,58551297,
NECTIN1,ENSG00000110400,11,119623408,119729200,
PROKR2,ENSG00000101292,20,5302040,5314369,
TCF7L2,ENSG00000148737,10,112950247,113167678,
AGK,ENSG00000262327,CHR_HSCHR7_1_CTG6,141633901,141655244,
OSMR,ENSG00000145623,5,38845858,38945596,
TECTA,ENSG00000109927,11,121101173,121191493,
JPH2,ENSG00000149596,20,44111695,44187578,
PSMB8,ENSG00000236443,CHR_HSCHR6_MHC_MANN_CTG1,32994477,32998463,
MYBPC1,ENSG00000196091,12,101568353,101686028,
VARS2,ENSG00000234032,CHR_HSCHR6_MHC_MCF_CTG1,30992759,31005022,
TNXB,ENSG00000236221,CHR_HSCHR6_MHC_MANN_CTG1,32104206,32137613,
ADRB3,ENSG00000188778,8,37962990,37966599,
CDH12,ENSG00000154162,5,21750673,22853344,
DEGS1,ENSG00000143753,1,224175756,224193441,
YY1AP1,ENSG00000163374,1,155659443,155689000,
BEST1,ENSG00000167995,11,61950063,61965515,
GDF2,ENSG00000263761,10,47322454,47327588,
PHOX2A,ENSG00000165462,11,72239077,72245664,
TRAPPC2,ENSG00000196459,X,13712244,13734635,
TRIO,ENSG00000038382,5,14143342,14532128,
ECE1,ENSG00000117298,1,21217247,21345572,
STAC3,ENSG00000185482,12,57243453,57251188,
KIR3DL1,ENSG00000284177,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,54816481,54830792,
MYSM1,ENSG00000162601,1,58643440,58700077,
TNNI2,ENSG00000288219,CHR_HG28_PATCH,1838981,1841680,
MPL,ENSG00000117400,1,43337818,43354466,
NEU1,ENSG00000184494,CHR_HSCHR6_MHC_QBL_CTG1,31848038,31853285,
CYP1B1,ENSG00000138061,2,38066973,38109902,
BRCA2,ENSG00000139618,13,32315086,32400266,
OLR1,ENSG00000173391,12,10158301,10172138,
DNM1L,ENSG00000087470,12,32679200,32745650,
PRKACA,ENSG00000288516,CHR_HG109_PATCH,14092006,14118402,
BACH2,ENSG00000112182,6,89926528,90296908,
FGF16,ENSG00000196468,X,77447389,77457278,
PTEN,ENSG00000171862,10,87863625,87971930,
POLD1,ENSG00000062822,19,50384204,50418018,
LAMA1,ENSG00000101680,18,6941742,7117797,
BPGM,ENSG00000172331,7,134646811,134679816,
ANG,ENSG00000214274,14,20684177,20698971,
HNRNPK,ENSG00000165119,9,83968083,83980616,
GAB1,ENSG00000109458,4,143336762,143474568,
ICOS,ENSG00000163600,2,203936763,203961577,
MED25,ENSG00000104973,19,49818279,49840383,
SAG,ENSG00000130561,2,233307816,233347055,
ECM1,ENSG00000143369,1,150508062,150513789,
NCR1,ENSG00000277334,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1,54892528,54896443,
MIP,ENSG00000135517,12,56449502,56469166,
LRRC56,ENSG00000161328,11,537527,554912,
CHSY1,ENSG00000131873,15,101175727,101252048,
CLN6,ENSG00000128973,15,68206992,68257211,
HNF4A,ENSG00000101076,20,44355700,44434596,
GYS2,ENSG00000111713,12,21536107,21604847,
CHRDL1,ENSG00000101938,X,110673856,110795819,
ANKH,ENSG00000154122,5,14704800,14871778,
CCDC22,ENSG00000101997,X,49235470,49250520,
AP5Z1,ENSG00000242802,7,4775615,4794397,
REEP1,ENSG00000068615,2,86213993,86338083,
FUT2,ENSG00000176920,19,48695971,48705951,
BSG,ENSG00000172270,19,571277,583493,
SLC25A1,ENSG00000100075,22,19175581,19178739,
COL9A2,ENSG00000049089,1,40300489,40317813,
ATG16L1,ENSG00000085978,2,233210051,233295674,
AMH,ENSG00000104899,19,2249309,2252073,
KMT2A,ENSG00000118058,11,118436490,118526832,
GNB3,ENSG00000111664,12,6839954,6847393,
SUFU,ENSG00000107882,10,102503987,102633535,
HLA-C,ENSG00000204525,6,31268749,31272130,
DNAJC12,ENSG00000108176,10,67796669,67838188,
PRSS1,ENSG00000274247,CHR_HSCHR7_2_CTG6,142790185,142793793,
FSD2,ENSG00000186628,15,82755362,82806070,
LAMB1,ENSG00000091136,7,107923799,108003187,
CYP2C8,ENSG00000138115,10,95036772,95069497,
LDHB,ENSG00000111716,12,21635342,21757857,
ZFHX2,ENSG00000136367,14,23520857,23556192,
SCARB2,ENSG00000138760,4,76158737,76234536,
IL10,ENSG00000136634,1,206767602,206774541,
MIR184,ENSG00000207695,15,79209788,79209871,
CLEC7A,ENSG00000172243,12,10116777,10130258,
FANCC,ENSG00000158169,9,95099054,95426796,
KCNT2,ENSG00000162687,1,196225779,196609225,
FIS1,ENSG00000214253,7,101239458,101252316,
ADAM22,ENSG00000008277,7,87934143,88202889,
PEX2,ENSG00000164751,8,76980258,77001044,
AMHR2,ENSG00000135409,12,53423855,53431672,
CD9,ENSG00000010278,12,6199715,6238271,
CHRNG,ENSG00000196811,2,232539692,232548115,
ATL1,ENSG00000198513,14,50532509,50633068,
LRRC56,ENSG00000273831,CHR_HSCHR11_1_CTG8,537527,554915,
ARL13B,ENSG00000169379,3,93980139,94055678,
MPV17,ENSG00000115204,2,27309492,27325680,
PCDH15,ENSG00000150275,10,53802771,55627942,
MAPK8,ENSG00000107643,10,48306639,48439360,
EMP1,ENSG00000134531,12,13196723,13219941,
UNC80,ENSG00000144406,2,209771832,209999300,
UNG,ENSG00000076248,12,109097574,109110992,
PIK3CA,ENSG00000121879,3,179148114,179240093,
AGPS,ENSG00000018510,2,177392757,177559299,
XBP1,ENSG00000100219,22,28794555,28800597,
NOL3,ENSG00000140939,16,67170154,67175735,
C12orf57,ENSG00000111678,12,6942978,6946003,
HSPD1,ENSG00000144381,2,197486584,197516737,
LOR,ENSG00000203782,1,153259687,153262124,
LIAS,ENSG00000121897,4,39459004,39485109,
ARSB,ENSG00000113273,5,78777209,78986087,
SLC30A10,ENSG00000196660,1,219685427,219958647,
C1GALT1C1,ENSG00000171155,X,120625674,120630054,
CACNG2,ENSG00000166862,22,36563921,36703558,
KCNJ10,ENSG00000177807,1,159998651,160070160,
NFKBIA,ENSG00000100906,14,35401511,35404749,
FREM2,ENSG00000150893,13,38687077,38887131,
PROM1,ENSG00000007062,4,15963076,16084378,
FLI1,ENSG00000151702,11,128686535,128813267,
MCM6,ENSG00000076003,2,135839626,135876443,
STT3B,ENSG00000163527,3,31532638,31637616,
DRG1,ENSG00000185721,22,31399604,31530634,
IER3,ENSG00000137331,6,30743199,30744548,
MMP14,ENSG00000157227,14,22836560,22849027,
VCAN,ENSG00000038427,5,83471618,83582303,
DRAM2,ENSG00000156171,1,111117333,111140216,
MBTPS2,ENSG00000012174,X,21839617,21885423,
PGM1,ENSG00000079739,1,63593411,63660245,
HNF1A,ENSG00000135100,12,120978543,121002512,
HMGCR,ENSG00000113161,5,75336329,75362101,
TNXB,ENSG00000206258,CHR_HSCHR6_MHC_MCF_CTG1,32117595,32194037,
UQCRB,ENSG00000156467,8,96225920,96235634,
SHOX,ENSG00000185960,X,624344,659411,
HOXB13,ENSG00000159184,17,48724763,48729178,
MYO1E,ENSG00000157483,15,59132434,59372871,
CCDC39,ENSG00000145075,3,180614008,180870933,
TRIT1,ENSG00000043514,1,39838110,39883511,
NCR1,ENSG00000277442,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54906159,54910074,
PROP1,ENSG00000274382,CHR_HSCHR5_3_CTG5,177992545,177996421,
UBA3,ENSG00000144744,3,69054730,69080408,
IREB2,ENSG00000136381,15,78437431,78501453,
PHB2,ENSG00000215021,12,6965327,6970753,
RNF170,ENSG00000120925,8,42849637,42897290,
LTBP4,ENSG00000090006,19,40592883,40629818,
SLC52A2,ENSG00000185803,8,144354135,144361272,
DCAF8,ENSG00000132716,1,160215715,160262549,
CNBP,ENSG00000169714,3,129169484,129183922,
CD3G,ENSG00000160654,11,118344344,118355161,
WARS2,ENSG00000116874,1,119031216,119140671,
MECR,ENSG00000116353,1,29192657,29230942,
TNFRSF13B,ENSG00000240505,17,16929816,16972118,
PLPBP,ENSG00000147471,8,37762595,37779768,
ISCU,ENSG00000136003,12,108562582,108569384,
MLF1,ENSG00000178053,3,158571163,158607252,
AMELX,ENSG00000125363,X,11293413,11300761,
GDA,ENSG00000119125,9,72114595,72257193,
ERMARD,ENSG00000130023,6,169751622,169781600,
HEXA,ENSG00000213614,15,72340919,72376476,
MBOAT7,ENSG00000278322,CHR_HSCHR19LRC_COX2_CTG3_1,54173854,54190480,
ARPC1B,ENSG00000130429,7,99374249,99394816,
RNF125,ENSG00000101695,18,32018825,32073219,
TNRC6A,ENSG00000288130,CHR_HG2471_PATCH,24610209,24827632,
GYPB,ENSG00000250361,4,143996104,144019345,
LAS1L,ENSG00000001497,X,65512582,65534775,
SDHC,ENSG00000143252,1,161314257,161375340,
PRNP,ENSG00000171867,20,4686350,4701590,
EVC2,ENSG00000173040,4,5542772,5709548,
CDK5RAP2,ENSG00000136861,9,120388869,120580170,
PLCG2,ENSG00000197943,16,81739097,81962685,
GJB4,ENSG00000189433,1,34759740,34762327,
ITGA7,ENSG00000135424,12,55684568,55716043,
HEXB,ENSG00000049860,5,74640023,74722647,
