HPO,name,idSymptom
0010453,Pelvic bone asymmetry,
0010454,Acetabular spurs,
0010455,Steep acetabular roof,
0010456,Abnormality of the greater sacrosciatic notch,
0010457,Widening of the sacrosciatic notch,
0010458,Female pseudohermaphroditism,
0010459,True hermaphroditism,
0010460,Abnormality of the female genitalia,
0010461,Abnormality of the male genitalia,
0010462,Aplasia/Hypoplasia of the ovary,
0010463,Aplasia of the ovary,
0010464,Streak ovary,
0010465,Precocious puberty in females,
0010468,Aplasia/Hypoplasia of the testes,
0010469,Absent testis,
0010470,Supernumerary testes,
0010471,Oligosacchariduria,
0010472,Abnormal circulating porphyrin concentration,
0010473,Porphyrinuria,
0010474,Bladder stones,
0010475,Cloacal exstrophy,
0010476,Aplasia/Hypoplasia of the bladder,
0010477,Aplasia of the bladder,
0010478,Abnormality of the urachus,
0010479,Patent urachus,
0010480,Urethral fistula,
0010481,Urethral valve,
0010482,Acromelia of the upper limbs,
0010483,Amniotic constriction rings of arms,
0010484,Hypertrophy of the upper limb,
0010485,Hyperextensibility at elbow,
0010486,Abnormality of the hypothenar eminence,
0010487,Small hypothenar eminence,
0010488,Aplasia/Hypoplasia of the palmar creases,
0010489,Absent palmar crease,
0010490,Abnormality of the palmar creases,
0010491,Digital constriction ring,
0010492,Osseous finger syndactyly,
0010493,Long metacarpals,
0010494,Acromelia of the lower limbs,
0010495,Amniotic constriction rings of legs,
0010496,Hypertrophy of the lower limb,
0010497,Sirenomelia,
0010498,Bipartite patella,
0010499,Patellar subluxation,
0010500,Hyperextensibility of the knee,
0010501,Limitation of knee mobility,
0010502,Fibular bowing,
0010503,Fibular duplication,
0010504,Increased length of the tibia,
0010505,Limitation of movement at ankles,
0010506,Abnormal plantar dermatoglyphics,
0010507,Foot asymmetry,
0010508,Metatarsus valgus,
0010509,Aplasia of the tarsal bones,
0010510,Hypermobility of toe joints,
0010511,Long toe,
0010512,Adrenal calcification,
0010513,Pituitary calcification,
0010514,Hyperpituitarism,
0010515,Aplasia/Hypoplasia of the thymus,
0010516,Thymus hyperplasia,
0010517,Ectopic thymus tissue,
0010518,Thyroglossal cyst,
0010519,Increased fetal movement,
0010521,Gait apraxia,
0010522,Dyslexia,
0010523,Alexia,
0010524,Agnosia,
0010525,Finger agnosia,
0010526,Dysgraphia,
0010527,Astereognosia,
0010528,Prosopagnosia,
0010529,Echolalia,
0010530,Palatal myoclonus,
0010531,Spinal myoclonus,
0010532,Paroxysmal vertigo,
0010533,Spasmus nutans,
0010534,Transient global amnesia,
0010535,Sleep apnea,
0010536,Central sleep apnea,
0010537,Wide cranial sutures,
0010538,Small sella turcica,
0010539,Thin calvarium,
0010540,Advanced pneumatization of cranial sinuses,
0010541,Cutis gyrata of scalp,
0010542,Vestibular nystagmus,
0010543,Opsoclonus,
0010544,Vertical nystagmus,
0010545,Downbeat nystagmus,
0010546,Muscle fibrillation,
0010547,Muscle flaccidity,
0010548,Percussion myotonia,
0010549,Weakness due to upper motor neuron dysfunction,
0010550,Paraplegia,
0010551,Paraplegia/paraparesis,
0010553,Oculogyric crisis,
0010554,Cutaneous finger syndactyly,
0010557,Overlapping fingers,
0010558,Abnormality of the clivus,
0010559,Vertical clivus,
0010560,Undulate clavicles,
0010561,Undulate ribs,
0010562,Keloids,
0010564,Bifid epiglottis,
0010565,Aplasia/Hypoplasia of the Epiglottis,
0010566,Hamartoma,
0010567,Y-shaped metatarsals,
0010568,Hamartoma of the eye,
0010569,Elevated 7-dehydrocholesterol,
0010570,Low maternal serum alpha-fetoprotein,
0010571,Elevated levels of phytanic acid,
0010574,Abnormality of the epiphysis of the femoral head,
0010575,Dysplasia of the femoral head,
0010576,Intracranial cystic lesion,
0010577,Absent epiphyses,
0010578,Bracket epiphyses,
0010579,Cone-shaped epiphysis,
0010580,Enlarged epiphyses,
0010582,Irregular epiphyses,
0010583,Ivory epiphyses,
0010584,Pseudoepiphyses,
0010585,Small epiphyses,
0010587,Triangular epiphyses,
0010588,Premature epimetaphyseal fusion,
0010590,Abnormality of the distal femoral epiphysis,
0010591,Abnormality of the proximal tibial epiphysis,
0010592,Abnormality of the distal tibial epiphysis,
0010593,Abnormality of fibular epiphyses,
0010594,Abnormality of the proximal fibular epiphysis,
0010595,Abnormality of the distal fibular epiphysis,
0010596,Abnormality of the proximal radial epiphysis,
0010597,Abnormality of the distal radial epiphysis,
0010598,Abnormality of the proximal humeral epiphysis,
0010599,Abnormality of the distal humeral epiphysis,
0010600,Abnormality of the distal ulnar epiphysis,
0010601,Abnormality of the proximal ulnar epiphysis,
0010602,Type 2 muscle fiber predominance,
0010603,Odontogenic keratocysts of the jaw,
0010604,Cyst of the eyelid,
0010605,Chalazion,
0010606,Hordeolum,
0010607,Hordeolum externum,
0010608,Hordeolum internum,
0010609,Skin tags,
0010610,Palmar pits,
0010612,Plantar pits,
0010614,Fibroma,
0010615,Angiofibromas,
0010616,Lung fibroma,
0010617,Cardiac fibroma,
0010618,Ovarian fibroma,
0010619,Fibroadenoma of the breast,
0010620,Malar prominence,
0010621,Cutaneous syndactyly of toes,
0010622,Neoplasm of the skeletal system,
0010624,Aplastic/hypoplastic toenail,
0010625,Anterior pituitary dysgenesis,
0010626,Anterior pituitary agenesis,
0010627,Anterior pituitary hypoplasia,
0010628,Facial palsy,
0010629,Abnormal morphology of the cortex of the humerus,
0010630,Abnormality of metatarsal epiphysis,
0010631,Abnormality of the epiphyses of the feet,
0010632,Total anosmia,
0010633,Partial anosmia,
0010634,Total hyposmia,
0010635,Partial hyposmia,
0010636,Schizencephaly,
0010637,Conjunctival amyloidosis,
0010638,Elevated alkaline phosphatase of hepatic origin,
0010639,Elevated alkaline phosphatase of bone origin,
0010640,Abnormality of the nasal cavity,
0010641,Abnormality of the midnasal cavity,
0010643,Midnasal atresia,
0010644,Midnasal stenosis,
0010645,Aplasia of the distal phalanges of the toes,
0010646,Cervical spine instability,
0010647,Abnormal elasticity of skin,
0010648,Dermal translucency,
0010649,Flat nasal alae,
0010650,Hypoplasia of the premaxilla,
0010651,Abnormal meningeal morphology,
0010652,Abnormal dura mater morphology,
0010653,Abnormality of the falx cerebri,
0010654,Aplasia of the falx cerebri,
0010655,Epiphyseal stippling,
0010656,Abnormal epiphyseal ossification,
0010657,Patchy reduction of bone mineral density,
0010658,Patchy changes of bone mineral density,
0010659,Patchy variation in bone mineral density,
0010660,Abnormal hand bone ossification,
0010661,Absence of the third cerebral ventricle,
0010662,Abnormality of the diencephalon,
0010663,Abnormality of thalamus morphology,
0010664,Fusion of the left and right thalami,
0010665,Bilateral coxa valga,
0010666,Hypoplasia of the anterior nasal spine,
0010667,Aplasia of the maxilla,
0010668,Abnormality of the zygomatic bone,
0010669,Hypoplasia of the zygomatic bone,
0010672,Abnormality of the third metatarsal bone,
0010674,Abnormality of the curvature of the vertebral column,
0010675,Abnormal foot bone ossification,
0010676,Mechanical ileus,
0010677,Enuresis nocturna,
0010678,Enuresis diurna,
0010679,Elevated tissue non-specific alkaline phosphatase,
0010680,Elevated alkaline phosphatase of renal origin,
0010681,Elevated intestinal alkaline phosphatase,
0010682,Elevated placental alkaline phosphatase,
0010683,Low tissue non-specific alkaline phosphatase,
0010684,Low alkaline phosphatase of bone origin,
0010685,Low alkaline phosphatase of renal origin,
0010686,Low alkaline phosphatase of hepatic origin,
0010687,Low intestinal alkaline phosphatase,
0010688,Low placental alkaline phosphatase,
0010689,Mirror image polydactyly,
0010690,Mirror image hand polydactyly,
0010691,Mirror image foot polydactyly,
0010692,2-5 finger syndactyly,
0010693,Pulverulent cataract,
0010694,Lamellar pulverulent cataract,
0010695,Sutural cataract,
0010696,Polar cataract,
0010697,Anterior pyramidal cataract,
0010698,Nuclear pulverulent cataract,
0010699,Triangular nuclear cataract,
0010700,obsolete Total cataract,
0010701,Abnormal immunoglobulin level,
0010702,Increased antibody level in blood,
0010704,1-2 finger syndactyly,
0010705,4-5 finger syndactyly,
0010706,1-3 finger syndactyly,
0010707,1-4 finger syndactyly,
0010708,1-5 finger syndactyly,
0010709,2-4 finger syndactyly,
0010710,3-5 finger syndactyly,
0010711,1-2 toe syndactyly,
0010712,1-4 toe syndactyly,
0010713,1-5 toe syndactyly,
0010714,2-4 toe syndactyly,
0010715,2-5 toe syndactyly,
0010716,3-5 toe syndactyly,
0010717,Osseous syndactyly of toes,
0010719,Abnormality of hair texture,
0010720,Abnormal hair pattern,
0010721,Abnormal hair whorl,
0010722,Asymmetry of the ears,
0010723,Cystic lesions of the pinnae,
0010724,Advanced pneumatization of the mastoid process,
0010726,Prominent corneal nerve fibers,
0010727,Spontaneous rupture of the globe,
0010728,Aplasia of the retina,
0010729,Cherry red spot of the macula,
0010730,Double eyebrow,
0010731,Extension of eyebrows towards upper eyelid,
0010732,Nodular changes affecting the eyelids,
0010733,Naevus flammeus of the eyelid,
0010734,Fibrous dysplasia of the bones,
0010735,Polyostotic fibrous dysplasia,
0010736,Monostotic fibrous dysplasia,
0010739,Osteopoikilosis,
0010740,Osteopathia striata,
0010741,Pedal edema,
0010742,Edema of the upper limbs,
0010743,Short metatarsal,
0010744,Absent metatarsal bone,
0010745,Aplasia of the phalanges of the toes,
0010746,Hypoplasia of the phalanges of the toes,
0010747,Medial flaring of the eyebrow,
0010748,Ectopic lacrimal punctum,
0010749,Blepharochalasis,
0010750,Dermatochalasis,
0010751,Dimple chin,
0010752,Cleft mandible,
0010753,Midline defect of mandible,
0010754,Abnormality of the temporomandibular joint,
0010755,Asymmetry of the maxilla,
0010756,Aplasia/Hypoplasia of the premaxilla,
0010757,Aplasia of the premaxilla,
0010758,Abnormality of the premaxilla,
0010759,Prominence of the premaxilla,
0010760,Absent toe,
0010761,Broad columella,
0010762,Chordoma,
0010763,Low insertion of columella,
0010764,Short eyelashes,
0010765,Palmar hyperkeratosis,
0010766,Ectopic calcification,
0010767,Sacrococcygeal pilonidal abnormality,
0010769,Pilonidal sinus,
0010770,Pilonidal fistula,
0010771,Pilonidal abscess,
0010772,Anomalous pulmonary venous return,
0010773,Partial anomalous pulmonary venous return,
0010774,Cor triatriatum,
0010775,Vascular ring,
0010776,Tracheobronchmegaly,
0010777,Bronchomegaly,
0010778,Tracheomegaly,
0010779,Large pelvis bone,
0010780,Hyperacusis,
0010781,Skin dimple,
0010782,Shoulder dimple,
0010783,Erythema,
0010784,Uterine neoplasm,
0010785,Gonadal neoplasm,
0010786,Urinary tract neoplasm,
0010787,Genital neoplasm,
0010788,Testicular neoplasm,
0010789,Abnormality of the Leydig cells,
0010790,Hyoplasia of the Leydig cells,
0010791,Hyperplasia of the Leydig cells,
0010793,Bifid nail,
0010794,Impaired visuospatial constructive cognition,
0010795,Cerebellar glioma,
0010796,Brainstem glioma,
0010797,Hemangioblastoma,
0010798,Lip freckle,
0010799,Pinealoma,
0010800,Absent cupid's bow,
0010801,Underdeveloped nasolabial fold,
0010802,Perioral hyperpigmentation,
0010803,Everted upper lip vermilion,
0010804,Tented upper lip vermilion,
0010805,Upturned corners of mouth,
0010806,U-Shaped upper lip vermilion,
0010807,Open bite,
0010808,Protruding tongue,
0010809,Broad uvula,
0010810,Long uvula,
0010811,Narrow uvula,
0010812,Short uvula,
0010813,Abnormal number of hair whorls,
0010814,Abnormal position of hair whorl,
0010815,Nevus sebaceous,
0010816,Epidermal nevus,
0010817,Linear nevus sebaceous,
0010818,Generalized tonic seizures,
0010819,Atonic seizures,
0010820,Dacrystic seizures,
0010821,Gelastic seizures,
0010822,Scintillating scotoma,
0010823,Ridged cranial sutures,
0010824,Abnormal fifth cranial nerve morphology,
0010825,Abnormality of the eleventh cranial nerve,
0010826,Abnormality of the twelfth cranial nerve,
0010827,Abnormality of the seventh cranial nerve,
0010828,Hemifacial spasm,
0010829,Impaired temperature sensation,
0010830,Impaired tactile sensation,
0010831,Impaired proprioception,
0010832,Abnormality of pain sensation,
0010833,Spontaneous pain sensation,
0010834,Trophic changes related to pain,
0010835,Dissociated sensory loss,
0010836,Abnormal circulating copper concentration,
0010837,Decreased serum ceruloplasmin,
0010838,High nonceruloplasmin-bound serum copper,
0010839,Increased urinary copper concentration,
0010841,Multifocal epileptiform discharges,
0010843,EEG with focal slow activity,
0010844,EEG with multifocal slow activity,
0010845,EEG with generalized slow activity,
0010846,EEG with persistent abnormal rhythmic activity,
0010847,EEG with spike-wave complexes (<2.5 Hz),
0010848,EEG with spike-wave complexes (2.5-3.5 Hz),
0010849,EEG with spike-wave complexes (>3.5 Hz),
0010850,EEG with spike-wave complexes,
0010851,EEG with burst suppression,
0010852,EEG with photoparoxysmal response,
0010853,EEG with periodic lateralized epileptiform discharges,
0010854,EEG with generalized low amplitude activity,
0010855,EEG with localized low amplitude activity,
0010856,EEG with periodic complexes,
0010857,EEG with periodic abnormalities,
0010858,EEG with hyperventilation-induced epileptiform discharges,
0010859,Frank breech presentation,
0010860,Complete breech presentation,
0010861,Incomplete breech presentation,
0010862,Delayed fine motor development,
0010863,Receptive language delay,
0010864,"Intellectual disability, severe",
0010865,Oppositional defiant disorder,
0010866,Abdominal wall defect,
0010867,Dyssynergia,
0010868,Ocular dyssynergia,
0010869,Asynergia,
0010871,Sensory ataxia,
0010872,T-wave inversion,
0010873,Cervical spinal cord atrophy,
0010874,Tendon xanthomatosis,
0010875,Chaddock reflex,
0010876,Abnormal circulating protein level,
0010877,Monocular strabismus,
0010878,Fetal cystic hygroma,
0010879,Postnatal cystic hygroma,
0010880,Increased nuchal translucency,
0010881,Abnormality of the umbilical cord,
0010882,Pulmonary valve atresia,
0010883,Aortic valve atresia,
0010884,Acromelia,
0010885,Avascular necrosis,
0010886,Osteochondritis Dissecans,
0010888,Morbus Koehler,
0010889,Morbus Kienboeck,
0010890,Morbus Osgood-Schlatter,
0010891,Morbus Scheuermann,
0010892,Abnormal circulating branched chain amino acid concentration,
0010893,Abnormal circulating phenylalanine concentration,
0010894,Abnormal circulating serine family amino acid concentration,
0010895,Abnormal circulating glycine concentration,
0010896,Hypersarcosinemia,
0010897,Hypersarcosinuria,
0010898,Abnormal circulating sarcosine concentration,
0010899,Abnormal circulating aspartate family amino acid concentration,
0010900,Abnormal circulating threonine concentration,
0010901,Abnormal circulating methionine concentration,
0010902,Abnormal circulating glutamine family amino acid concentration,
0010903,Abnormal circulating glutamine concentration,
0010904,Abnormal circulating histidine concentration,
0010905,obsolete Abnormality of histidine metabolism,
0010906,Hyperhistidinemia,
0010907,Abnormal circulating proline concentration,
0010908,Abnormal circulating lysine concentration,
0010909,Abnormal circulating arginine concentration,
0010910,Hypervalinemia,
0010911,Hyperleucinemia,
0010912,Abnormal circulating isoleucine concentration,
0010913,Hyperisoleucinemia,
0010914,Abnormal circulating valine concentration,
0010915,Abnormal circulating pyruvate family amino acid concentration,
0010916,Abnormal circulating alanine concentration,
0010917,Abnormal circulating tyrosine concentration,
0010918,Abnormal circulating cysteine concentration,
0010919,Abnormal circulating homocysteine concentration,
0010920,Zonular cataract,
0010921,Coralliform cataract,
0010922,Membranous cataract,
0010923,Anterior subcapsular cataract,
0010924,Posterior cortical cataract,
0010925,Nuclear punctate cataract,
0010926,Aculeiform cataract,
0010927,Abnormal blood inorganic cation concentration,
0010928,obsolete Increased urinary orotic acid concentration,
0010929,Abnormal blood cation concentration,
0010930,Abnormal blood monovalent inorganic cation concentration,
0010931,Abnormal blood sodium concentration,
0010932,Abnormal circulating nucleobase concentration,
0010933,Hyperxanthinemia,
0010934,Xanthinuria,
0010935,Abnormality of the upper urinary tract,
0010936,Abnormality of the lower urinary tract,
0010937,Abnormality of the nasal skeleton,
0010938,Abnormality of the external nose,
0010939,Abnormality of the nasal bone,
0010940,Aplasia/Hypoplasia of the nasal bone,
0010941,Aplasia of the nasal bone,
0010942,Echogenic intracardiac focus,
0010943,Echogenic fetal bowel,
0010944,Abnormal renal pelvis morphology,
0010945,Fetal pyelectasis,
0010946,Dilatation of the renal pelvis,
0010947,Abnormality of ductus venosus blood flow,
0010948,Abnormality of the fetal cardiovascular system,
0010949,Abnormality of umbilical vein blood flow,
0010950,Abnormality of the fourth ventricle,
0010951,Abnormality of the third ventricle,
0010952,Mild fetal ventriculomegaly,
0010953,Noncommunicating hydrocephalus,
0010954,Hypoplastic right heart,
0010955,Dilatation of the bladder,
0010956,Fetal megacystis,
0010957,Congenital posterior urethral valve,
0010958,Bilateral renal agenesis,
0010959,Congenital cystic adenomatoid malformation of the lung,
0010960,Bronchopulmonary sequestration,
0010961,Intralobar sequestration,
0010962,Extralobar sequestration,
0010963,Absence of stomach bubble on fetal sonography,
0010964,Abnormal circulating long-chain fatty-acid concentration,
0010965,Abnormal circulating phytanic acid level,
0010966,Abnormal circulating fatty-acid anion concentration,
0010967,Abnormal circulating carnitine concentration,
0010968,Abnormality of liposaccharide metabolism,
0010969,Abnormality of glycolipid metabolism,
0010970,Blood group antigen abnormality,
0010971,Absence of Lutheran antigen on erythrocytes,
0010972,Anemia of inadequate production,
0010974,Abnormal myeloid leukocyte morphology,
0010975,Abnormal B cell count,
0010976,B lymphocytopenia,
0010977,Abnormal phagocytosis,
0010978,Abnormality of immune system physiology,
0010979,Abnormality of lipoprotein cholesterol concentration,
0010980,Hyperlipoproteinemia,
0010981,Hypolipoproteinemia,
0010982,Polygenic inheritance,
0010983,Oligogenic inheritance,
0010984,Digenic inheritance,
0010985,Gonosomal inheritance,
0010987,Abnormal cellular immune system morphology,
0010988,Abnormality of the extrinsic pathway,
0010989,Abnormality of the intrinsic pathway,
0010990,Abnormality of the common coagulation pathway,
0010991,Abnormal morphology of the abdominal musculature,
0010992,Stress urinary incontinence,
0010993,Abnormality of the cerebral subcortex,
0010994,Abnormal corpus striatum morphology,
0010995,Abnormal circulating dicarboxylic acid concentration,
0010996,Abnormal circulating monocarboxylic acid cocentration,
0010997,Chromosomal breakage induced by ionizing radiation,
0010998,Increased susceptibility to spontaneous sister chromatid exchange,
0010999,Aplasia of the optic tract,
0011000,Aplasia/Hypoplasia of the optic tract,
0011001,Increased bone mineral density,
0011002,Osteopetrosis,
0011003,High myopia,
0011004,Abnormal systemic arterial morphology,
0011005,Mixed cirrhosis,
0011006,Abnormal morphology of the musculature of the neck,
0011008,Temporal pattern,
0011009,Acute,
0011010,Chronic,
0011011,Subacute,
0011012,Abnormal circulating polysaccharide concentration,
0011013,Abnormal circulating carbohydrate concentration,
0011014,Abnormal glucose homeostasis,
0011015,Abnormal blood glucose concentration,
0011016,Abnormality of urine glucose concentration,
0011017,Abnormal cellular physiology,
0011018,Abnormality of the cell cycle,
0011019,Abnormality of chromosome condensation,
0011020,Abnormality of mucopolysaccharide metabolism,
0011021,Abnormality of circulating enzyme level,
0011022,Abnormal circulating unsaturated fatty acid concentration,
0011023,Abnormal circulating prostaglandin circulation,
0011024,Abnormality of the gastrointestinal tract,
0011025,Abnormal cardiovascular system physiology,
0011026,Aplasia/Hypoplasia of the vagina,
0011027,Abnormality of the fallopian tube,
0011028,Abnormality of blood circulation,
0011029,Internal hemorrhage,
0011030,Abnormal blood transition element cation concentration,
0011031,Abnormality of iron homeostasis,
0011032,Abnormality of fluid regulation,
0011033,Impairment of fructose metabolism,
0011034,Amyloidosis,
0011035,Abnormal renal cortex morphology,
0011036,Abnormality of renal excretion,
0011037,Decreased urine output,
0011038,Abnormality of renal resorption,
0011039,Abnormality of the helix,
0011040,Abnormality of the intrahepatic bile duct,
0011041,Aplasia/Hypoplasia of the cervical spine,
0011042,Abnormal blood potassium concentration,
0011043,Abnormality of circulating adrenocorticotropin level,
0011044,Abnormal number of permanent teeth,
0011045,Agenesis of permanent maxillary central incisor,
0011046,Agenesis of primary maxillary central incisor,
0011047,Agenesis of primary mandibular central incisor,
0011048,Agenesis of permanent mandibular central incisor,
0011049,Agenesis of primary maxillary lateral incisor,
0011050,Agenesis of permanent maxillary lateral incisor,
0011051,Agenesis of premolar,
0011052,Agenesis of maxillary premolar,
0011053,Agenesis of mandibular premolar,
0011054,Agenesis of molar,
0011055,Agenesis of permanent molar,
0011056,Agenesis of first permanent molar tooth,
0011057,Agenesis of second permanent molar,
0011058,Generalized periodontitis,
0011059,Localized periodontitis,
0011060,Dentinogenesis imperfecta limited to primary teeth,
0011061,Abnormality of dental structure,
0011062,Misalignment of incisors,
0011063,Abnormality of incisor morphology,
0011064,Abnormal number of incisors,
0011065,Conical incisor,
0011067,Mesiodens,
0011068,Odontoma,
0011069,Increased number of teeth,
0011070,Abnormality of molar morphology,
0011071,Abnormality of permanent molar morphology,
0011072,Rootless teeth,
0011073,Abnormality of dental color,
0011074,Localized hypoplasia of dental enamel,
0011075,Green teeth,
0011076,Abnormality of premolar,
0011077,Abnormality of molar,
0011078,Abnormality of canine,
0011079,Impacted tooth,
0011080,Abnormality of premolar morphology,
0011081,Incisor macrodontia,
0011082,Conical primary incisor,
0011083,Conical maxillary incisor,
0011084,Hypocalcification of dental enamel,
0011085,Hypomature dental enamel,
0011086,Dentinogenesis imperfecta of primary and permanent teeth,
0011087,Talon cusp,
0011088,Dens in dente,
0011089,Double tooth,
0011090,Fused teeth,
0011091,Gemination,
0011092,Mulberry molar,
0011093,Molarization of premolar,
0011094,Overbite,
0011095,Overjet,
0011096,Peripheral demyelination,
0011097,Epileptic spasms,
0011098,Speech apraxia,
0011099,Spastic hemiparesis,
0011100,Intestinal atresia,
0011102,Ileal atresia,
0011103,Abnormal left ventricular outflow tract morphology,
0011104,Abnormality of blood volume homeostasis,
0011105,Hypervolemia,
0011106,Hypovolemia,
0011107,Recurrent aphthous stomatitis,
0011108,Recurrent sinusitis,
0011109,Chronic sinusitis,
0011110,Tonsillitis,
0011111,Abnormality of immune serum protein physiology,
0011112,Abnormality of serum cytokine level,
0011113,Abnormality of cytokine secretion,
0011114,Defective production of NFKB1-dependent cytokines,
0011115,Abnormality of chemokine secretion,
0011116,Abnormality of interferon secretion,
0011117,Abnormality of interleukin secretion,
0011118,Abnormality of tumor necrosis factor secretion,
0011119,Abnormality of the nasal dorsum,
0011120,Concave nasal ridge,
0011121,Abnormality of skin morphology,
0011122,Abnormality of skin physiology,
0011123,Inflammatory abnormality of the skin,
0011124,Abnormality of epidermal morphology,
0011125,Abnormality of dermal melanosomes,
0011126,Nephroptosis,
0011127,Perioral eczema,
0011128,Acute esophageal necrosis,
0011129,Bilateral fetal pyelectasis,
0011130,Abnormal renal calyx morphology,
0011131,Perianal rash,
0011132,Chronic furunculosis,
0011133,Increased sensitivity to ionizing radiation,
0011134,Low-grade fever,
0011135,Aplasia/Hypoplasia of the sweat glands,
0011136,Aplasia of the sweat glands,
0011137,Non-pruritic urticaria,
0011138,Abnormality of skin adnexa morphology,
0011139,Gastric duplication,
0011140,Gastrointestinal duplication,
0011141,Age-related cataract,
0011142,Age-related nuclear cataract,
0011143,Age-related cortical cataract,
0011144,Age-related posterior subcapsular cataract,
0011145,Symptomatic seizures,
0011146,obsolete Dialeptic seizures,
0011147,Typical absence seizure,
0011148,obsolete Absence seizures with special features,
0011149,Absence seizure with eyelid myoclonia,
0011150,Myoclonic absence,
0011151,Obtundation status,
0011152,Early onset absence seizures,
0011153,Focal motor seizure,
0011154,Focal autonomic seizure,
0011155,Focal autonomic seizures with altered responsiveness,
0011156,Focal autonomic seizures without altered responsiveness,
0011157,Focal sensory seizure,
0011158,Focal sensory auditory seizure,
0011159,Epigastric auras,
0011160,Focal sensory gustatory seizure,
0011161,Olfactory auras,
0011162,Psychic auras,
0011163,Somatosensory auras,
0011164,Vegetative auras,
0011165,Visual auras,
0011166,Focal myoclonic seizures,
0011167,Focal tonic seizures,
0011168,Eyelid myoclonias,
0011169,Generalized clonic seizures,
0011170,Myoclonic atonic seizures,
0011171,Simple febrile seizures,
0011172,Complex febrile seizures,
0011173,Hypokinetic seizures,
0011174,Hyperkinetic seizures,
0011175,Versive seizures,
0011176,EEG with constitutional variants,
0011177,EEG with 4-5/second background activity,
0011178,Alpha-EEG,
0011179,Beta-EEG,
0011180,Partial beta-EEG,
0011181,Low voltage EEG,
0011182,Interictal epileptiform activity,
0011183,EEG with hyperventilation-induced focal epileptiform discharges,
0011184,EEG with hyperventilation-induced generalized epileptiform discharges,
0011185,EEG with focal epileptiform discharges,
0011186,Focal epileptiform discharges with limited propagation to contralateral hemisphere,
0011187,Focal EEG discharges with propagation to ipsilateral hemisphere,
0011188,Focal EEG discharges with secondary generalization,
0011189,Bilateral multifocal epileptiform discharges,
0011190,Uni- and bilateral multifocal epileptiform discharges,
0011191,Unilateral multifocal epileptiform discharges,
0011192,Polymorphic focal epileptiform discharges,
0011193,EEG with focal spikes,
0011194,EEG with series of focal spikes,
0011195,EEG with focal sharp slow waves,
0011196,EEG with focal sharp waves,
0011197,EEG with focal spike waves,
0011198,EEG with generalized epileptiform discharges,
0011199,EEG with generalized sharp slow waves,
0011200,EEG with generalized polymorphic epileptiform discharges,
0011201,EEG with changes in voltage,
0011202,EEG with diffuse acceleration,
0011203,EEG with abnormally slow frequencies,
0011204,EEG with continuous slow activity,
0011205,EEG with intermittent slow activity,
0011206,EEG with generalized slow activity grade 1,
0011207,EEG with generalized slow activity grade 2,
0011208,EEG with generalized slow activity grade 3,
0011209,EEG with generalized slow activity grade 4,
0011210,EEG with occipital slowing,
0011211,EEG with photoparoxysmal response grade I,
0011212,EEG with photoparoxysmal response grade II,
0011213,EEG with photoparoxysmal response grade III,
0011214,EEG with photoparoxysmal response grade IV,
0011215,Hemihypsarrhythmia,
0011217,Abnormal shape of the occiput,
0011218,Abnormal shape of the frontal region,
0011219,Short face,
0011220,Prominent forehead,
0011221,Vertical forehead creases,
0011222,Depressed glabella,
0011223,Metopic depression,
0011224,Ablepharon,
0011225,Epiblepharon,
0011226,Aplasia/Hypoplasia of the eyelid,
0011227,Elevated C-reactive protein level,
0011228,Horizontal eyebrow,
0011229,Broad eyebrow,
0011230,Laterally extended eyebrow,
0011231,Prominent eyelashes,
0011232,Infra-orbital fold,
0011233,Antihelical shelf,
0011234,Absent antihelix,
0011235,Additional crus of antihelix,
0011236,Angulated antihelix,
0011237,Broad inferior crus of antihelix,
0011238,Prominent inferior crus of antihelix,
0011239,Underdeveloped inferior crus of antihelix,
0011240,Prominent stem of antihelix,
0011241,Serpiginous stem of antihelix,
0011242,Underdeveloped stem of antihelix,
0011243,Abnormality of inferior crus of antihelix,
0011244,Abnormality of stem of antihelix,
0011245,Abnormality of superior crus of antihelix,
0011246,Underdeveloped superior crus of antihelix,
0011247,Prominent superior crus of antihelix,
0011248,Everted antitragus,
0011249,Absent antitragus,
0011250,Bifid antitragus,
0011251,Underdeveloped antitragus,
0011252,Cryptotia,
0011253,Type I cryptotia,
0011254,Type II cryptotia,
0011255,Absent crus of helix,
0011256,Crus of helix connected to antihelix,
0011257,Serpiginous crus of helix,
0011258,Tragal bridge of crus of helix,
0011259,Expanded terminal portion of crus of helix,
0011260,Darwin notch of helix,
0011261,Darwin tubercle of helix,
0011262,Crimped helix,
0011263,Forward facing earlobe,
0011264,Discontinuous ascending root of helix,
0011265,Cleft earlobe,
0011266,"Microtia, first degree",
0011267,"Microtia, third degree",
0011268,Absent tragus,
0011269,Bifid tragus,
0011270,Duplicated tragus,
0011271,Prominent tragus,
0011272,Underdeveloped tragus,
0011273,Anisocytosis,
0011274,Recurrent mycobacterial infections,
0011275,Recurrent mycobacterium avium complex infections,
0011276,Vascular skin abnormality,
0011277,Abnormality of the urinary system physiology,
0011278,Intrapulmonary sequestration,
0011279,Abnormality of urine bicarbonate concentration,
0011280,Abnormality of urine calcium concentration,
0011281,Abnormality of urine catecholamine concentration,
0011282,Abnormality of hindbrain morphology,
0011283,Abnormality of the metencephalon,
0011284,Short-segment aganglionic megacolon,
0011285,Long-segment aganglionic megacolon,
0011286,Total colonic aganglionosis,
0011287,EEG with occipital sharp slow waves,
