name,DOID,ai
chronic orbital inflammation,1397,
obsolete schizo-affective type schizophrenia chronic state,13970,
female breast lower-outer quadrant cancer,13972,
obsolete metastatic tumor to the brain stem,13975,
peptic esophagitis,13976,
obsolete primary pulmonary coccidioidomycosis,13979,
parasitic infectious disease,1398,
obsolete coccidioidal meningitis,13980,
primary lacrimal atrophy,1399,
cleidocranial dysplasia,13994,
obsolete secondary malignant neoplasm to the small Intestine,13995,
small intestine lymphoma,13996,
contact blepharoconjunctivitis,13999,
lacrimal apparatus disease,1400,
rubeosis iridis,14000,
"obsolete diabetes mellitus insulin dependent type, uncontrolled, with peripheral circulatory disorder",14001,
thoracic aortic aneurysm,14004,
splenic artery aneurysm,14006,
alcoholic liver cirrhosis,14018,
Brucella canis brucellosis,14019,
obsolete agalactia,1402,
Tietze's syndrome,14021,
algoneurodystrophy,14022,
folic acid deficiency anemia,14026,
malignant parietal pleura tumor,14032,
malignant visceral pleura tumor,14033,
aorta atresia,14037,
obsolete precocious puberty,14038,
POEMS syndrome,14039,
residual stage angle-closure glaucoma,1404,
autoimmune polyendocrine syndrome,14040,
obsolete endocrine tuberculosis,14041,
bipolar I disorder,14042,
neonatal myasthenia gravis,14043,
obsolete rheumatic pericarditis,14044,
obsolete syndrome of infant of a diabetic mother,14045,
phaeohyphomycosis,14049,
primary angle-closure glaucoma,1405,
obsolete rheumatic endocarditis,14056,
paraurethral gland cancer,14059,
iritis,1406,
obsolete acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis,14063,
acute poststreptococcal glomerulonephritis,14064,
acute diffuse nephritis,14066,
Plasmodium falciparum malaria,14067,
blackwater fever,14068,
cerebral malaria,14069,
anterior uveitis,1407,
vestibular nystagmus,14070,
obsolete neoplastic pregnancy complications,14072,
geniculate ganglionitis,14075,
glucocorticoid-remediable aldosteronism,14080,
toxic labyrinthitis,14081,
epicondylitis,14087,
root caries,14089,
obsolete heartwater disease,14090,
renal artery atheroma,14092,
boutonneuse fever,14095,
infertility due to extratesticular cause,14096,
acquired gastric outlet stenosis,14099,
De Quervain disease,14107,
obsolete syphilitic peritonitis,14108,
anus cancer,14110,
median rhomboid glossitis,14111,
obsolete congenital adhesion of tongue,14114,
toxic shock syndrome,14115,
multiple symmetric lipomatosis,14116,
obsolete group A hyperlipidemia,14117,
familial lipoprotein lipase deficiency,14118,
bacteriuria,1412,
blue toe syndrome,14121,
abducens nerve neoplasm,14125,
lateral cystocele,14130,
midline cystocele,14131,
Masters-Allen syndrome,14133,
anus lymphoma,14139,
ovarian dysfunction,1414,
pulp erosion,14140,
malignant anus melanoma,14145,
ureterolithiasis,14146,
gyrate atrophy,1415,
spinal cord lymphoma,14150,
spinal cord melanoma,14151,
spinal cord sarcoma,14152,
acute retrobulbar neuritis,14155,
obsolete malnutrition of mild degree,14157,
obstructive hydrocephalus,14159,
obsolete metastatic malignant tumor to the anus,14163,
bilateral hyperactive labyrinth,14165,
choroid disease,1417,
rheumatic congestive heart failure,14172,
central neurocytoma,14174,
von Hippel-Lindau disease,14175,
selective IgG deficiency disease,14176,
congenital hypogammaglobulinemia,14177,
obsolete immunodeficiency with increased IgM,14178,
X-linked agammaglobulinemia,14179,
calcific tendinitis,14181,
obsolete metastatic tumor to the choroid,14182,
alcoholic neuropathy,14183,
polyneuropathy due to drug,14184,
frozen shoulder,14188,
obsolete residual schizophrenia subchronic state with acute exacerbation,1419,
obsolete shared paranoid disease,14190,
obsolete simple paranoid state,14191,
bicipital tenosynovitis,14192,
posterior dislocation of lens,14199,
obsolete diplopia,14200,
adult dermatomyositis,14202,
childhood type dermatomyositis,14203,
hypophosphatasia,14213,
obsolete hyperamylasemia,14215,
dihydropyrimidine dehydrogenase deficiency,14218,
renal tubular acidosis,14219,
abdominal obesity-metabolic syndrome 1,14221,
ochronosis,14223,
tracheal calcification,14224,
acute frontal sinusitis,14225,
azoospermia,14227,
oligospermia,14228,
scleromalacia perforans,14230,
orbital cyst,14233,
gastrointestinal tularemia,14239,
chronic perichondritis of pinna,14243,
epiphora due to excess lacrimation,14244,
cystoid macular retinal degeneration,14245,
chronic purulent otitis media,14247,
chronic atticoantral disease,14248,
pyoureter,1425,
Down syndrome,14250,
vitreoretinal dystrophy,14251,
dystrophies primarily involving the retinal pigment epithelium,14252,
retinal dystrophy in systemic or cerebroretinal lipidoses,14253,
adult-onset Still's disease,14256,
obsolete leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb,14258,
ureteral disease,1426,
fragile X syndrome,14261,
oral candidiasis,14262,
obsolete fits in newborn,14263,
benign neonatal seizures,14264,
pulmonary valve insufficiency,14265,
sclerosing cholangitis,14268,
suppurative cholangitis,14269,
obsolete disorder of pancreatic internal secretion,1427,
ascending cholangitis,14270,
acute cholangitis,14271,
pericholangitis,14272,
atrophic vulva,14275,
shoulder impingement syndrome,14276,
obsolete arthropathy of the hand,14278,
endocrine pancreas disease,1428,
primary hypertrophic osteoarthropathy,14283,
patellofemoral pain syndrome,14284,
neurogenic arthropathy,14286,
brawny scleritis,14287,
Ebstein anomaly,14289,
LEOPARD syndrome,14291,
vulvar dystrophy,14292,
tuberculous empyema,14305,
skin epithelioid hemangioma,14308,
obsolete Norovirus gastroenteritis,14311,
obsolete nontoxic uninodular goiter,14312,
obsolete thyroid nodule,14313,
pleuropneumonia,14319,
blindness,1432,
generalized anxiety disorder,14320,
Marfan syndrome,14323,
Plasmodium malariae malaria,14324,
mixed malaria,14325,
obsolete avian malaria,14326,
obsolete gonococcal pericarditis,14327,
Parkinson's disease,14330,
postencephalitic Parkinson disease,14332,
estrogen excess,14336,
obsolete Pseudomonal pneumonia,14338,
obsolete paraphrenia,14339,
suppurative thyroiditis,14350,
Riedel's fibrosing thyroiditis,14351,
acute thyroiditis,14353,
corneal ectasia,1436,
obsolete Opisthorchis viverrini infectious disease,14360,
obsolete congenital syphilitic meningitis,14363,
systemic primary carnitine deficiency disease,14365,
norwegian scabies,14374,
parietal lobe neoplasm,14384,
pyuria,1439,
thrombophlebitis migrans,14392,
protozoal dysentery,14397,
Machado-Joseph disease,1440,
capillary leak syndrome,14400,
obsolete cutis marmorata,14401,
critical illness polyneuropathy,14402,
autosomal dominant cerebellar ataxia,1441,
labyrinthine bilateral reactive loss,14413,
Legg-Calve-Perthes disease,14415,
dracunculiasis,14418,
obsolete Mansonella ozzardi infectious disease,14419,
obsolete Alpers syndrome,1442,
obsolete Brugia malayi filariasis,14421,
dipetalonemiasis,14422,
glossopharyngeal neuralgia,14423,
obsolete secondary malignant neoplasm of intra-abdominal lymph node,14425,
obsolete secondary malignant neoplasm of intrathoracic lymph node,14426,
abnormality of glucagon secretion,14427,
cerebral degeneration,1443,
obsolete enterohemorrhagic Escherichia coli infectious disease,14433,
obsolete enterotoxigenic Escherichia coli infectious disease,14434,
chronic tubotympanic suppurative otitis media,14435,
cholinergic urticaria,14443,
sclerosing keratitis,14444,
chronic closed-angle glaucoma,14445,
gonadal dysgenesis,14447,
46 XY gonadal dysgenesis,14448,
mixed gonadal dysgenesis,14449,
46 XX gonadal dysgenesis,14450,
hyperkalemic periodic paralysis,14451,
hypokalemic periodic paralysis,14452,
farmer's lung,14453,
Brucella melitensis brucellosis,14456,
Brucella abortus brucellosis,14457,
hemangioma of orbit,14459,
cavernous hemangioma of orbit,14463,
neuroleptic malignant syndrome,14464,
obsolete drug-induced persisting amnestic disease,14467,
hantavirus pulmonary syndrome,14472,
obsolete adenovirus pneumonia,14473,
obsolete respiratory syncytial virus pneumonia,14474,
obsolete parainfluenzal pneumonia,14475,
obsolete SARS coronavirus pneumonia,14476,
obsolete Cytomegalovirus pneumonia,14477,
pemphigoid gestationis,14482,
chorea gravidarum,14483,
sporotrichosis,14484,
ureteral lymphoma,14489,
obsolete metastasis to the ureter,14490,
regional ureteric cancer,14491,
obsolete metastatic neoplasm of ureter,14492,
dumping syndrome,14495,
Wolman disease,14497,
lipoid proteinosis,14498,
Fabry disease,14499,
obsolete papilledema associated with retinal disorder,145,
fucosidosis,14500,
Sjogren-Larsson syndrome,14501,
cholesterol ester storage disease,14502,
neuronal ceroid lipofuscinosis,14503,
Niemann-Pick disease,14504,
peripheral degeneration of cornea,14507,
candidal paronychia,14512,
WAGR syndrome,14515,
obsolete Idiopathic cysts of iris and ciliary body,14518,
obsolete adenovirus gastroenteritis,14520,
obsolete cutaneous breast cancer,14521,
partial arterial retinal occlusion,14522,
Argyll Robertson pupil,14523,
senile degeneration of brain,14524,
Reye syndrome,14525,
external pathological resorption,14529,
atrophic glossitis,1453,
obsolete syringomyelia and syringobulbia,14530,
malignant cardiac peripheral nerve sheath neoplasm,14534,
malignant cardiac germ cell tumor,14535,
obsolete metastasis to heart,14539,
obsolete macular or paramacular focal retinitis and retinochoroiditis,14542,
rete testis adenocarcinoma,14544,
seminal vesicle adenocarcinoma,14545,
sphenoidal sinus cancer,14546,
sphenoid sinus squamous cell carcinoma,14547,
steroid-induced glaucoma - borderline,14548,
"obsolete Tympanosclerosis involving tympanic membrane, ear ossicles and middle ear",14549,
geographic tongue,1455,
root resorption,14550,
Foster-Kennedy syndrome,14555,
primary pulmonary hypertension,14557,
obsolete nontoxic multinodular goiter,14558,
anaerobic meningitis,14559,
glossitis,1456,
disease of cellular proliferation,14566,
postsurgical hypothyroidism,1458,
hypothyroidism,1459,
papilledema,146,
atheroembolism of kidney,1460,
cholesterol embolism,1461,
obsolete Salmonella septicemia,1465,
prostatitis,14654,
obsolete Salmonella infectious disease,1466,
acrodysostosis,14669,
serous labyrinthitis,1467,
"hypertelorism, microtia, facial clefting syndrome",14670,
multiple intestinal atresia,14671,
obsolete congenital contricting bands,14676,
VACTERL association,14679,
labyrinthitis,1468,
obsolete hereditary inflammatory vasculitis,14680,
Silver-Russell syndrome,14681,
Binder syndrome,14683,
Axenfeld-Rieger syndrome,14686,
diastrophic dysplasia,14687,
obsolete single major depressive episode in full remission,1469,
Smith-Lemli-Opitz syndrome,14692,
Clouston syndrome,14693,
Johanson-Blizzard syndrome,14694,
galactokinase deficiency,14695,
thrombocytopenia-absent radius syndrome,14699,
major depressive disorder,1470,
propionic acidemia,14701,
branchiootorenal syndrome,14702,
Pfeiffer syndrome,14705,
FG syndrome,14711,
centronuclear myopathy,14717,
type I Ehlers-Danlos syndrome,14720,
beta-ketothiolase deficiency,14723,
autosomal dominant microcephaly,14725,
obsolete dominant cogenital severe sensorineural deafness,14727,
Weaver syndrome,14731,
hereditary angioedema,14735,
craniofrontonasal syndrome,14737,
obsolete progressive high-tone neural deafness,14739,
aggressive periodontitis,1474,
trichorhinophalangeal syndrome type I,14743,
Partington syndrome,14744,
Sotos syndrome,14748,
methylmalonic acidemia,14749,
lymphangioma,1475,
isovaleric acidemia,14753,
argininosuccinic aciduria,14755,
autosomal dominant type IV Ehlers-Danlos syndrome,14756,
type III Ehlers-Danlos syndrome,14757,
autosomal recessive type IV Ehlers-Danlos syndrome,14759,
Greig cephalopolysyndactyly syndrome,14761,
calcaneonavicular coalition,14762,
Larsen syndrome,14764,
renal agenesis,14766,
Saethre-Chotzen syndrome,14768,
cartilage-hair hypoplasia,14773,
brittle cornea syndrome,14775,
benign familial neonatal epilepsy,14777,
"blepharophimosis, ptosis, and epicanthus inversus syndrome",14778,
KBG syndrome,14780,
olivopontocerebellar atrophy,14784,
obsolete Fryns syndrome,14787,
spondyloepiphyseal dysplasia congenita,14789,
Leber congenital amaurosis,14791,
hypohidrotic ectodermal dysplasia,14793,
Dubowitz syndrome,14796,
Blount's disease,14798,
gingival disease,1483,
cystic fibrosis,1485,
obsolete secondary syphilitic chorioretinitis,1486,
obsolete secondary syphilitic uveitis,1487,
obsolete corneal anesthesia and hypoesthesia,1491,
obsolete eye and adnexa disease,1492,
cystic echinococcosis,1495,
echinococcosis,1496,
cholera,1498,
obsolete Vibrio infectious disease,1499,
reproductive system disease,15,
disease of mental health,150,
candidiasis,1508,
avoidant personality disorder,1509,
personality disorder,1510,
obsolete residual schizophrenia chronic state with acute exacerbation,1511,
chronic gonorrhea of cervix,1512,
chronic cervicitis,1513,
obsolete mitral valve syphilitic endocarditis,1515,
obsolete syphilitic endocarditis,1516,
cecal benign neoplasm,1517,
cecal disease,1518,
cecum carcinoma,1519,
colon carcinoma,1520,
cecum cancer,1521,
cecum lymphoma,1522,
colon lymphoma,1523,
nodular nonsuppurative panniculitis,1525,
panniculitis,1526,
obsolete penile non-neoplastic disease,1528,
penile disease,1529,
obsolete fibroepithelial neoplasm,153,
obsolete male non-neoplastic reproductive system disease,1530,
pleural disease,1532,
mixed cell type cancer,154,
parathyroid carcinoma,1540,
head and neck carcinoma,1542,
obsolete metastatic neoplasm of parathyroid,1543,
obsolete glandular and epithelial neoplasm,155,
"obsolete gestational diabetes complicating pregnancy, childbirth, or the puerperium",1550,
vibratory urticaria,1554,
urticaria,1555,
arthus reaction,1556,
hypersensitivity reaction type III disease,1557,
angioedema,1558,
cognitive disorder,1561,
chromoblastomycosis,1562,
dermatomycosis,1563,
fungal infectious disease,1564,
obsolete calculus of gallbladder and bile duct with acute and chronic cholecystitis,1568,
mechanical ectropion,1569,
obsolete epithelial carcinoma,157,
ectropion,1570,
spastic ectropion,1571,
normal pressure hydrocephalus,1572,
communicating hydrocephalus,1573,
alcohol use disorder,1574,
rheumatic disease,1575,
limited scleroderma,1577,
pulmonary systemic sclerosis,1578,
respiratory system disease,1579,
diffuse scleroderma,1580,
laryngeal tuberculosis,1583,
acute chest syndrome,1584,
obsolete rheumatic pneumonia,1585,
rheumatic fever,1586,
thrombocytopenia due to platelet alloimmunization,1587,
thrombocytopenia,1588,
obsolete mesothelial neoplasm,159,
renovascular hypertension,1591,
obsolete secondary malignant neoplasm of retroperitoneum and peritoneum,1592,
obsolete metastasis to the peritoneum,1593,
endogenous depression,1595,
mental depression,1596,
obsolete single episode mild major depression,1597,
obsolete single episode moderate major depression,1599,
integumentary system disease,16,
lymphadenitis,1602,
hypoglycemic coma,1607,
keratosis,161,
breast cancer,1612,
male breast cancer,1614,
benign eccrine breast spiradenoma,1616,
breast fibroadenoma,1618,
cancer,162,
obsolete breast fibroepithelial tumor,1620,
breast leiomyoma,1623,
obsolete breast soft tissue tumor,1624,
breast adenoma,1625,
breast duct papilloma,1626,
intraductal papilloma,1627,
intraductal papillary breast neoplasm,1628,
breast myofibroblastoma,1629,
obsolete mucoepidermoid tumor,163,
benign breast phyllodes tumor,1631,
breast papillomatosis,1634,
breast angiomatosis,1637,
central nervous system tuberculosis,1638,
skeletal tuberculosis,1639,
"obsolete cystic, mucinous, and serous neoplasm",164,
benign breast adenomyoepithelioma,1641,
breast adenomyoepithelioma,1642,
female breast upper-inner quadrant cancer,1647,
female breast lower-inner quadrant cancer,1649,
female breast axillary tail cancer,1650,
ventricular septal defect,1657,
supratentorial cancer,1659,
melanotic neuroectodermal tumor,166,
malignant pineal area germ cell neoplasm,1660,
obsolete malignant intracranial germ cell neoplasm,1661,
pineoblastoma,1664,
obsolete central nervous system embryonal cancer,1665,
obsolete hip enthesopathy,1666,
obsolete peripheral enthesopathy,1667,
Behcet's syndrome arthropathy,1670,
spontaneous tension pneumothorax,1672,
pneumothorax,1673,
low implantation of placenta,1677,
chronic interstitial cystitis,1678,
cystitis,1679,
chronic cystitis,1680,
heart septal defect,1681,
congenital heart disease,1682,
obsolete glaucoma associated with vascular disorder,1685,
glaucoma,1686,
neovascular glaucoma,1687,
neuroendocrine tumor,169,
obsolete congenital ichthyosis,1695,
ichthyosis,1697,
obsolete congenital ichthyosiform erythroderma,1699,
musculoskeletal system disease,17,
endocrine gland cancer,170,
X-linked ichthyosis,1700,
steroid inherited metabolic disorder,1701,
ichthyosis vulgaris,1702,
Richter's syndrome,1703,
obsolete rickettsiosis,1709,
neuroectodermal tumor,171,
aortic valve stenosis,1712,
benign shuddering attacks,1713,
clear cell acanthoma,172,
duodenal ulcer,1724,
peritoneum cancer,1725,
partial of retinal vein occlusion,1726,
retinal vein occlusion,1727,
retinal vascular occlusion,1729,
eccrine sweat gland neoplasm,173,
obsolete histoplasmosis pneumonia,1730,
histoplasmosis,1731,
cryptosporidiosis,1733,
obsolete viral gastroenteritis,1734,
duodenal benign neoplasm,1737,
small intestine leiomyoma,1738,
acanthoma,174,
obsolete drug-induced psychotic disease with delusion,1741,
drug psychosis,1742,
obsolete malignant lymphatic vessel tumor,1744,
conjunctival squamous cell carcinoma,1748,
squamous cell carcinoma,1749,
vascular cancer,175,
malignant conjunctival melanoma,1751,
ocular melanoma,1752,
mitral valve stenosis,1754,
facial nerve disease,1756,
facial hemiatrophy,1757,
obsolete Histoplasma capsulatum pneumonia,1758,
American histoplasmosis,1759,
cardiovascular cancer,176,
facial nerve neoplasm,1760,
Melkersson-Rosenthal syndrome,1761,
cheilitis,1762,
factitious disorder,1766,
conversion disorder,1768,
toxic megacolon,1770,
labyrinthine unilateral reactive loss,1776,
unilateral hyperactive labyrinth,1777,
vascular disease,178,
thyroid gland cancer,1781,
pituitary cancer,1785,
adrenal rest tumor,1786,
pericarditis,1787,
peritoneal mesothelioma,1788,
benign peritoneal mesothelioma,1789,
malignant mesothelioma,1790,
peritoneal carcinoma,1791,
pancreas lymphoma,1792,
pancreatic cancer,1793,
tumor of exocrine pancreas,1795,
pancreas sarcoma,1796,
pancreatic endocrine carcinoma,1798,
islet cell tumor,1799,
urinary system disease,18,
ossifying fibroma,180,
neuroendocrine carcinoma,1800,
obsolete secondary malignant neoplasm to the pancreas,1801,
mononeuritis,1802,
neuritis,1803,
obsolete coxsackie pericarditis,1804,
obsolete coxsackie carditis,1805,
obsolete coxsackie endocarditis,1806,
reflex sympathetic dystrophy,1811,
calcinosis,182,
secondary lacrimal atrophy,1822,
obsolete petit mal status,1823,
status epilepticus,1824,
childhood absence epilepsy,1825,
epilepsy,1826,
idiopathic generalized epilepsy,1827,
urethral stricture,1829,
obsolete Mild hyperemesis gravidarum,1832,
mononeuritis multiplex,1835,
diabetic ketoacidosis,1837,
Menkes disease,1838,
bone cancer,184,
mononeuritis of upper limb,1844,
obsolete Strongylida infectious disease,1845,
cannabis dependence,1849,
intrahepatic cholestasis,1852,
cherubism,1856,
McCune Albright syndrome,1858,
jaw cancer,1862,
skull cancer,1863,
giant cell reparative granuloma,1866,
chronic rheumatic pericarditis,1869,
obsolete abortion complicated by metabolic disorder,1873,
impotence,1875,
sexual dysfunction,1876,
atrial heart septal defect,1882,
hepatitis C,1883,
viral hepatitis,1884,
obsolete Flaviviridae infectious disease,1886,
optic nerve disease,1891,
eczematous dermatitis of eyelid,1893,
noninfectious dermatoses of eyelid,1894,
allergic contact dermatitis of eyelid,1895,
sigmoid neoplasm,1896,
sigmoid disease,1897,
vagina sarcoma,1901,
malignant skin fibrous histiocytoma,1906,
malignant fibroxanthoma,1907,
obsolete cutaneous fibrohistiocytic neoplasm,1908,
melanoma,1909,
vaginal yolk sac tumor,1910,
endodermal sinus tumor,1911,
obsolete metastasis to vagina,1912,
obsolete alternating exotropia with A pattern,1913,
Lesch-Nyhan syndrome,1919,
sex cord-gonadal stromal tumor,192,
hyperuricemia,1920,
Klinefelter's syndrome,1921,
obsolete endocrine syndrome,1922,
sex development disorder,1923,
hypogonadism,1924,
Coffin-Siris syndrome,1925,
Gaucher's disease,1926,
sphingolipidosis,1927,
Williams-Beuren syndrome,1928,
supravalvular aortic stenosis,1929,
reproductive organ cancer,193,
Laurence-Moon syndrome,1930,
hypothalamic disease,1931,
Angelman syndrome,1932,
Rubinstein-Taybi syndrome,1933,
dysostosis,1934,
Bardet-Biedl syndrome,1935,
atherosclerosis,1936,
obsolete primary Bacillaceae infectious disease,1938,
obsolete gonadal tissue neoplasm,194,
obsolete intermittent alternating exotropia,1941,
intermittent squint,1942,
telogen effluvium,1943,
trichomoniasis,1947,
cholecystitis,1949,
obsolete reproductive endocrine cancer,195,
obsolete benign hypertensive heart disease,1954,
obsolete acinar cell tumor,196,
fallopian tube disease,1962,
fallopian tube carcinoma,1963,
fallopian tube cancer,1964,
fallopian tube leiomyosarcoma,1965,
obsolete fallopian tube soft tissue neoplasm,1966,
leiomyosarcoma,1967,
cerebral palsy,1969,
obsolete glandular cell epithelial neoplasm,197,
fallopian tube carcinosarcoma,1970,
fallopian tube adenosarcoma,1973,
adenosarcoma,1974,
thymus lipoma,1975,
obsolete lipoma of the mediastinum,1977,
obsolete juxtapapillary focal choroiditis and chorioretinitis,1978,
focal chorioretinitis,1979,
obsolete mesonephric tumor,198,
obsolete Rhabdoviridae infectious disease,1982,
obsolete Mononegavirales infectious disease,1983,
rectal neoplasm,1984,
obsolete perinatal disease,1986,
obsolete fetal disease,1987,
rectum lymphoma,1988,
obsolete metastasis to the rectum,1990,
obsolete metastases to large Intestine,1991,
rectum malignant melanoma,1992,
rectum cancer,1993,
rectum sarcoma,1995,
rectum adenocarcinoma,1996,
Lutembacher's syndrome,1998,
chronic eustachian salpingitis,1999,
giant cell tumor,200,
otosalpingitis,2000,
neuroma,2001,
obsolete tracheal tuberculosis,2005,
preretinal fibrosis,2006,
degeneration of macula and posterior pole,2007,
connective tissue cancer,201,
obsolete impaired mobility of ear ossicles except malleus,2010,
Nezelof syndrome,2012,
obsolete perinatal digestive system disorder,2014,
hyperinsulinism,2018,
placenta cancer,2021,
obsolete metastatic neoplasm to the placenta,2022,
placental choriocarcinoma,2024,
gestational choriocarcinoma,2025,
obsolete fetal or neonatal hemorrhage,2027,
exostosis,203,
anxiety disorder,2030,
communication disorder,2033,
encephalomalacia,2034,
obsolete urogenital abnormality,2038,
enthesopathy,204,
hepatitis B,2043,
drug-induced hepatitis,2044,
hepatitis D,2047,
autoimmune hepatitis,2048,
hyperostosis,205,
acute maxillary sinusitis,2050,
maxillary sinusitis,2051,
reactive cutaneous fibrous lesion,2053,
post-traumatic stress disorder,2055,
chronic mucocutaneous candidiasis,2058,
vulvar disease,2059,
hereditary multiple exostoses,206,
vulvar nodular hidradenoma,2060,
nodular hidradenoma,2061,
obsolete vulvar tumor of skin appendage origin,2062,
vulvar syringoma,2064,
syringoma,2065,
vulvar angiokeratoma,2066,
Bartholin's gland benign neoplasm,2068,
obsolete vulvar acquired melanocytic nevus,2069,
obsolete vulvar melanocytic neoplasm,2070,
vulvar squamous papilloma,2071,
vulvar squamous tumor,2072,
perinatal intestinal perforation,2073,
intestinal perforation,2074,
minor vestibular glands adenoma,2075,
vulvar glandular tumor,2076,
obsolete vulvar congenital melanocytic nevus,2077,
chondroid syringoma of the vulva,2078,
eccrine mixed tumor of skin,2079,
obsolete hereditary neoplastic syndrome,208,
vulvar trichoepithelioma,2080,
obsolete vulvar soft tissue tumor,2083,
obsolete vulvar blue nevus,2085,
obsolete blue nevus,2086,
outlet dysfunction constipation,2088,
constipation,2089,
transient arthritis,2092,
vulvar melanoma,2093,
obsolete vulvar sweat gland cancer,2094,
sweat gland cancer,2095,
vulvar sarcoma,2096,
vulval Paget's disease,2097,
vulva adenocarcinoma,2098,
obsolete extramammary Paget's disease,2099,
heel spur,210,
obsolete vulvar metastasis,2100,
vulva squamous cell carcinoma,2101,
myotonia congenita,2106,
obsolete transplant-related disease,2108,
obsolete Ankle or tarsus enthesopathy,211,
cystoisosporiasis,2112,
coccidiosis,2113,
B cell deficiency,2115,
focal dermal hypoplasia,2120,
ectodermal dysplasia,2121,
pneumonic tularemia,2122,
tularemia,2123,
obsolete intracranial neoplasm,2124,
brain germinoma,2127,
obsolete intracranial germinoma,2128,
atypical teratoid rhabdoid tumor,2129,
obsolete childhood malignant central nervous system neoplasm,2131,
brain sarcoma,2132,
central nervous system sarcoma,2133,
temporal lobe neoplasm,2135,
paraurethral gland neoplasm,2139,
teeth hard tissue disease,214,
urethral urothelial papilloma,2140,
urethra leiomyoma,2142,
ovarian malignant mesothelioma,2143,
malignant ovarian cyst,2145,
ovary sarcoma,2146,
obsolete ovary soft tissue neoplasm,2147,
tuberculous oophoritis,2148,
urogenital tuberculosis,2149,
ovarian lymphoma,2150,
malignant ovarian surface epithelial-stromal neoplasm,2151,
ovary epithelial cancer,2152,
ovarian Wilms' cancer,2153,
nephroblastoma,2154,
malignant ovarian germ cell neoplasm,2155,
ovarian germ cell cancer,2156,
obsolete lung metastasis,2158,
dental caries,216,
nasal cavity disease,2163,
enamel caries,217,
vaginitis,2170,
obsolete malignant eyelid tumor,2172,
eyelid benign neoplasm,2173,
ocular cancer,2174,
carbuncle,2176,
obsolete complications mainly related to pregnancy,2177,
"obsolete diabetes mellitus insulin dependent type, uncontrolled, with ophthalmic manifestations",2179,
ascending colon cancer,218,
obsolete diabetic oculopathy,2180,
post-surgical hypoinsulinemia,2181,
obsolete macrocephaly,2186,
amelogenesis imperfecta,2187,
colon cancer,219,
acute perichondritis of pinna,221,
factor XIII deficiency,2211,
coagulation protein disease,2212,
hemorrhagic disease,2213,
inherited blood coagulation disease,2214,
factor VII deficiency,2215,
factor V deficiency,2216,
Bernard-Soulier syndrome,2217,
blood platelet disease,2218,
Glanzmann's thrombasthenia,2219,
perichondritis of auricle,222,
factor X deficiency,2222,
platelet storage pool deficiency,2223,
essential thrombocythemia,2224,
obsolete megakaryocytic tumor,2225,
myeloproliferative neoplasm,2226,
obsolete malignant neoplasm of lymphatic and hemopoietic tissue,2227,
thrombocytosis,2228,
factor XI deficiency,2229,
basilar artery insufficiency,223,
obsolete hemophilia,2230,
factor XII deficiency,2231,
obsolete coagulation factor deficiency,2232,
obsolete partial epilepsy with impairment of consciousness,2233,
focal epilepsy,2234,
prothrombin deficiency,2235,
congenital afibrinogenemia,2236,
hepatitis,2237,
granulomatous hepatitis,2239,
transient cerebral ischemia,224,
obsolete mild recurrent major depression,2242,
spondylosis,2247,
syndrome,225,
hypertrophic elongation of cervix,2251,
cervix disease,2253,
obsolete short rib-polydactyly syndrome,2255,
osteochondrodysplasia,2256,
obsolete primary Spirochaetales infectious disease,2257,
obsolete Treponema infectious disease,2265,
ankylosis,227,
obsolete oropharyngeal candidiasis,2271,
vulvovaginal candidiasis,2272,
vulvovaginitis,2273,
pharyngitis,2275,
gonadal disease,2277,
obsolete joint derangement,2279,
hidradenitis suppurativa,2280,
hidradenitis,2282,
keratopathy,2283,
capillary lymphangioma,2286,
female reproductive system disease,229,
leptospirosis,2297,
lateral sclerosis,230,
spondylolysis,2300,
atrophy of prostate,2301,
stereotypic movement disorder,2303,
motor neuron disease,231,
nocardiosis,2312,
obsolete primary Actinomycetales infectious disease,2313,
malt worker's lung,2314,
brain ischemia,2316,
obstructive lung disease,2320,
obsolete dyspepsia,2321,
obsolete prostate non-neoplastic disease,2323,
obsolete coxsackie meningitis,2324,
obsolete enterovirus meningitis,2325,
gastroenteritis,2326,
viral gastritis,2327,
obsolete astrovirus gastroenteritis,2328,
obsolete Rotavirus gastroenteritis,2329,
obsolete ocular tuberculosis,233,
obsolete metastatic carcinoma,2334,
mandibular cancer,2338,
Crouzon syndrome,2339,
colon adenocarcinoma,234,
craniosynostosis,2340,
polyclonal hypergammaglobulinemia,2344,
plasma protein metabolism disease,2345,
monoclonal paraproteinemia,2346,
generalized atherosclerosis,2347,
arteriosclerotic cardiovascular disease,2348,
arteriosclerosis,2349,
colonic benign neoplasm,235,
obsolete iron overload,2350,
iron metabolism disease,2351,
hemochromatosis,2352,
myelophthisic anemia,2354,
anemia,2355,
macrocytic anemia,2361,
post-thrombotic syndrome,2364,
West Nile encephalitis,2365,
West Nile fever,2366,
neuroaxonal dystrophy,2367,
gangliosidosis,2368,
obsolete diabetes mellitus insulin dependent type not stated as uncontrolled with renal manifestations,2369,
obsolete adhesions and disruptions of iris and ciliary body,237,
obsolete diabetic nephropathy,2370,
hereditary elliptocytosis,2373,
obsolete chronic progressive multiple sclerosis,2376,
multiple sclerosis,2377,
